beneficiary_id,fraud_probability,risk_level,death_record_match,aadhaar_verified,location_mismatch,age,risk_factors
B029852,0.10750000000000001,LOW,0,1,0,53,✓ No major risk factors
B029853,0.265,LOW,0,0,0,66,⚠️ Aadhaar not verified
B029854,0.0,,0,1,0,71,✓ No major risk factors
B029855,0.0,,0,1,0,59,✓ No major risk factors
B029856,0.10750000000000001,LOW,0,1,0,27,✓ No major risk factors
B029857,0.10750000000000001,LOW,0,1,0,79,✓ No major risk factors
B029858,0.63,HIGH,1,0,0,53,⚠️ Death record found | ⚠️ Aadhaar not verified
B029859,0.27,LOW,0,0,0,99,⚠️ Aadhaar not verified
B029860,0.265,LOW,0,0,0,62,⚠️ Aadhaar not verified
B029861,0.10750000000000001,LOW,0,1,0,52,✓ No major risk factors
B029862,0.0,,0,1,0,67,✓ No major risk factors
B029863,0.5275,MEDIUM,1,0,0,69,⚠️ Death record found | ⚠️ Aadhaar not verified
B029864,0.0,,0,1,0,78,✓ No major risk factors
B029865,0.10750000000000001,LOW,0,1,0,58,✓ No major risk factors
B029866,0.1575,LOW,0,0,0,80,⚠️ Aadhaar not verified
B029867,0.0,,0,1,0,65,✓ No major risk factors
B029868,0.265,LOW,0,0,0,49,⚠️ Aadhaar not verified
B029869,0.10750000000000001,LOW,0,1,0,49,✓ No major risk factors
B029870,0.1575,LOW,0,0,0,94,⚠️ Aadhaar not verified
B029871,0.10750000000000001,LOW,0,1,0,66,✓ No major risk factors
B029872,0.10750000000000001,LOW,0,1,0,71,✓ No major risk factors
B029873,0.10750000000000001,LOW,0,1,0,90,✓ No major risk factors
B029874,0.265,LOW,0,0,0,50,⚠️ Aadhaar not verified
B029875,0.265,LOW,0,0,0,83,⚠️ Aadhaar not verified
B029876,0.4725,MEDIUM,1,1,0,75,⚠️ Death record found
B029877,0.0,,0,1,0,39,✓ No major risk factors
B029878,0.10750000000000001,LOW,0,1,0,87,✓ No major risk factors
B029879,0.10750000000000001,LOW,0,1,0,53,✓ No major risk factors
B029880,0.3675,MEDIUM,0,0,0,104,⚠️ Aadhaar not verified | ⚠️ Centenarian (104 yrs)
B029881,0.1575,LOW,0,0,0,57,⚠️ Aadhaar not verified
B029882,0.0,,0,1,0,54,✓ No major risk factors
B029883,0.84,CRITICAL,1,0,0,116,⚠️ Death record found | ⚠️ Aadhaar not verified | ⚠️ Centenarian (116 yrs) | 🚨 High fraud probability
B029884,0.41750000000000004,MEDIUM,0,0,1,86,⚠️ Aadhaar not verified | ⚠️ Location mismatch
B029885,0.1575,LOW,0,0,0,42,⚠️ Aadhaar not verified
B029886,0.265,LOW,0,0,0,80,⚠️ Aadhaar not verified
B029887,0.10750000000000001,LOW,0,1,0,71,✓ No major risk factors
B029888,0.0,,0,1,0,46,✓ No major risk factors
B029889,0.1575,LOW,0,0,0,75,⚠️ Aadhaar not verified
B029890,0.0,,0,1,0,24,✓ No major risk factors
B029891,0.1575,LOW,0,0,0,23,⚠️ Aadhaar not verified
B029892,0.10750000000000001,LOW,0,1,0,72,✓ No major risk factors
B029893,0.0,,0,1,0,56,✓ No major risk factors
B029894,0.0,,0,1,0,61,✓ No major risk factors
B029895,0.4725,MEDIUM,1,1,0,86,⚠️ Death record found
B029896,0.1575,LOW,0,0,0,59,⚠️ Aadhaar not verified
B029897,0.4725,MEDIUM,1,1,0,23,⚠️ Death record found
B029898,0.10750000000000001,LOW,0,1,0,69,✓ No major risk factors
B029899,0.10750000000000001,LOW,0,1,0,77,✓ No major risk factors
B029900,0.0,,0,1,0,44,✓ No major risk factors
B029901,0.0,,0,1,0,48,✓ No major risk factors
B029902,0.0,,0,1,0,99,✓ No major risk factors
B029903,0.0,,0,1,0,69,✓ No major risk factors
B029904,0.265,LOW,0,0,0,76,⚠️ Aadhaar not verified
B029905,0.0,,0,1,0,85,✓ No major risk factors
B029906,0.1575,LOW,0,0,0,78,⚠️ Aadhaar not verified
B029907,0.21000000000000002,LOW,0,1,0,104,⚠️ Centenarian (104 yrs)
B029908,0.26,LOW,0,1,1,36,⚠️ Location mismatch
B029909,0.1575,LOW,0,0,0,39,⚠️ Aadhaar not verified
B029910,0.0,,0,1,0,23,✓ No major risk factors
B029911,0.10750000000000001,LOW,0,1,0,63,✓ No major risk factors
B029912,0.10750000000000001,LOW,0,1,0,64,✓ No major risk factors
B029913,0.0,,0,1,0,63,✓ No major risk factors
B029914,0.265,LOW,0,0,0,75,⚠️ Aadhaar not verified
B029915,0.0,,0,1,0,44,✓ No major risk factors
B029916,0.10750000000000001,LOW,0,1,0,51,✓ No major risk factors
B029917,0.265,LOW,0,0,0,88,⚠️ Aadhaar not verified
B029918,0.0,,0,1,0,56,✓ No major risk factors
B029919,0.1575,LOW,0,0,0,50,⚠️ Aadhaar not verified
B029920,0.0,,0,1,0,64,✓ No major risk factors
B029921,0.0,,0,1,0,73,✓ No major risk factors
B029922,0.0,,0,1,0,90,✓ No major risk factors
B029923,0.0,,0,1,0,46,✓ No major risk factors
B029924,0.3675,MEDIUM,0,1,1,78,⚠️ Location mismatch
B029925,0.0,,0,1,0,51,✓ No major risk factors
B029926,0.1575,LOW,0,0,0,50,⚠️ Aadhaar not verified
B029927,0.0,,0,1,0,58,✓ No major risk factors
B029928,0.4725,MEDIUM,1,1,0,48,⚠️ Death record found
B029929,0.10750000000000001,LOW,0,1,0,77,✓ No major risk factors
B029930,0.525,MEDIUM,0,0,1,43,⚠️ Aadhaar not verified | ⚠️ Location mismatch
B029931,0.10750000000000001,LOW,0,1,0,65,✓ No major risk factors
B029932,0.0,,0,1,0,80,✓ No major risk factors
B029933,0.0,,0,1,0,69,✓ No major risk factors
B029934,0.10750000000000001,LOW,0,1,0,28,✓ No major risk factors
B029935,0.0,,0,1,0,81,✓ No major risk factors
B029936,0.3675,MEDIUM,0,0,0,100,⚠️ Aadhaar not verified | ⚠️ Centenarian (100 yrs)
B029937,0.0,,0,1,0,64,✓ No major risk factors
B029938,0.0,,0,1,0,38,✓ No major risk factors
B029939,0.10750000000000001,LOW,0,1,0,59,✓ No major risk factors
B029940,0.0,,0,1,0,53,✓ No major risk factors
B029941,0.0,,0,1,0,69,✓ No major risk factors
B029942,0.37,MEDIUM,1,1,0,70,⚠️ Death record found
B029943,0.41750000000000004,MEDIUM,0,0,1,47,⚠️ Aadhaar not verified | ⚠️ Location mismatch
B029944,0.10750000000000001,LOW,0,1,0,99,✓ No major risk factors
B029945,0.1575,LOW,0,0,0,22,⚠️ Aadhaar not verified
B029946,0.265,LOW,0,0,0,51,⚠️ Aadhaar not verified
B029947,0.4725,MEDIUM,1,1,0,19,⚠️ Death record found
B029948,0.0,,0,1,0,45,✓ No major risk factors
B029949,0.265,LOW,0,0,0,91,⚠️ Aadhaar not verified
B029950,0.10750000000000001,LOW,0,1,0,58,✓ No major risk factors
B029951,0.10750000000000001,LOW,0,1,0,42,✓ No major risk factors
B029952,0.1125,LOW,0,1,0,68,✓ No major risk factors
B029953,0.0,,0,1,0,49,✓ No major risk factors
B029954,0.4725,MEDIUM,1,1,0,79,⚠️ Death record found
B029955,0.0,,0,1,0,56,✓ No major risk factors
B029956,0.0,,0,1,0,55,✓ No major risk factors
B029957,0.0,,0,1,0,32,✓ No major risk factors
B029958,0.41750000000000004,MEDIUM,0,0,1,79,⚠️ Aadhaar not verified | ⚠️ Location mismatch
B029959,0.0,,0,1,0,31,✓ No major risk factors
B029960,0.265,LOW,0,0,0,46,⚠️ Aadhaar not verified
B029961,0.10750000000000001,LOW,0,1,0,51,✓ No major risk factors
B029962,0.10750000000000001,LOW,0,1,0,53,✓ No major risk factors
B029963,0.265,LOW,0,0,0,92,⚠️ Aadhaar not verified
B029964,0.0,,0,1,0,70,✓ No major risk factors
B029965,0.1575,LOW,0,0,0,57,⚠️ Aadhaar not verified
B029966,0.4725,MEDIUM,1,1,0,68,⚠️ Death record found
B029967,0.21000000000000002,LOW,0,1,0,100,⚠️ Centenarian (100 yrs)
B029968,0.10750000000000001,LOW,0,1,0,58,✓ No major risk factors
B029969,0.1575,LOW,0,0,0,68,⚠️ Aadhaar not verified
B029970,0.10750000000000001,LOW,0,1,0,60,✓ No major risk factors
B029971,0.0,,0,1,0,69,✓ No major risk factors
B029972,0.10750000000000001,LOW,0,1,0,46,✓ No major risk factors
B029973,0.1575,LOW,0,0,0,64,⚠️ Aadhaar not verified
B029974,0.10750000000000001,LOW,0,1,0,53,✓ No major risk factors
B029975,0.0,,0,1,0,84,✓ No major risk factors
B029976,0.4725,MEDIUM,1,1,0,77,⚠️ Death record found
B029977,0.0,,0,1,0,69,✓ No major risk factors
B029978,0.10750000000000001,LOW,0,1,0,60,✓ No major risk factors
B029979,0.10750000000000001,LOW,0,1,0,79,✓ No major risk factors
B029980,0.7324999999999999,HIGH,1,1,1,71,⚠️ Death record found | ⚠️ Location mismatch
B029981,0.10750000000000001,LOW,0,1,0,65,✓ No major risk factors
B029982,0.1575,LOW,0,0,0,61,⚠️ Aadhaar not verified
B029983,0.10750000000000001,LOW,0,1,0,67,✓ No major risk factors
B029984,0.1575,LOW,0,0,0,74,⚠️ Aadhaar not verified
B029985,0.10750000000000001,LOW,0,1,0,76,✓ No major risk factors
B029986,0.005000000000000001,LOW,0,1,0,73,✓ No major risk factors
B029987,0.0,,0,1,0,20,✓ No major risk factors
B029988,0.0,,0,1,0,58,✓ No major risk factors
B029989,0.0,,0,1,0,64,✓ No major risk factors
B029990,0.0,,0,1,0,64,✓ No major risk factors
B029991,0.265,LOW,0,0,0,22,⚠️ Aadhaar not verified
B029992,0.10750000000000001,LOW,0,1,0,65,✓ No major risk factors
B029993,0.0,,0,1,0,44,✓ No major risk factors
B029994,0.41750000000000004,MEDIUM,0,0,1,72,⚠️ Aadhaar not verified | ⚠️ Location mismatch
B029995,0.0,,0,1,0,73,✓ No major risk factors
B029996,0.0,,0,1,0,19,✓ No major risk factors
B029997,0.10750000000000001,LOW,0,1,0,64,✓ No major risk factors
B029998,0.005000000000000001,LOW,0,1,0,73,✓ No major risk factors
B029999,0.0,,0,1,0,68,✓ No major risk factors
B030000,0.7324999999999999,HIGH,1,1,1,23,⚠️ Death record found | ⚠️ Location mismatch
B030001,0.365,MEDIUM,1,1,0,65,⚠️ Death record found
B030002,0.005000000000000001,LOW,0,1,0,68,✓ No major risk factors
B030003,0.005000000000000001,LOW,0,1,0,24,✓ No major risk factors
B030004,0.10750000000000001,LOW,0,1,0,75,✓ No major risk factors
B030005,0.0,,0,1,0,53,✓ No major risk factors
B030006,0.1575,LOW,0,0,0,70,⚠️ Aadhaar not verified
B030007,0.1575,LOW,0,0,0,78,⚠️ Aadhaar not verified
B030008,0.005000000000000001,LOW,0,1,0,19,✓ No major risk factors
B030009,0.005000000000000001,LOW,0,1,0,73,✓ No major risk factors
B030010,0.0,,0,1,0,76,✓ No major risk factors
B030011,0.10750000000000001,LOW,0,1,0,40,✓ No major risk factors
B030012,0.10750000000000001,LOW,0,1,0,62,✓ No major risk factors
B030013,0.4775,MEDIUM,1,1,0,58,⚠️ Death record found
B030014,0.0,,0,1,0,76,✓ No major risk factors
B030015,0.10750000000000001,LOW,0,1,0,80,✓ No major risk factors
B030016,0.0,,0,1,0,63,✓ No major risk factors
B030017,0.0,,0,1,0,54,✓ No major risk factors
B030018,0.0,,0,1,0,84,✓ No major risk factors
B030019,0.0,,0,1,0,32,✓ No major risk factors
B030020,0.1575,LOW,0,0,0,32,⚠️ Aadhaar not verified
B030021,0.10750000000000001,LOW,0,1,0,76,✓ No major risk factors
B030022,0.0,,0,1,0,74,✓ No major risk factors
B030023,0.005000000000000001,LOW,0,1,0,38,✓ No major risk factors
B030024,0.10750000000000001,LOW,0,1,0,74,✓ No major risk factors
B030025,0.10750000000000001,LOW,0,1,0,70,✓ No major risk factors
B030026,0.0,,0,1,0,58,✓ No major risk factors
B030027,0.1575,LOW,0,0,0,97,⚠️ Aadhaar not verified
B030028,0.21000000000000002,LOW,0,1,0,103,⚠️ Centenarian (103 yrs)
B030029,0.1575,LOW,0,0,0,67,⚠️ Aadhaar not verified
B030030,0.1125,LOW,0,1,0,72,✓ No major risk factors
B030031,0.1575,LOW,0,0,0,94,⚠️ Aadhaar not verified
B030032,0.10750000000000001,LOW,0,1,0,68,✓ No major risk factors
B030033,0.0,,0,1,0,46,✓ No major risk factors
B030034,0.0,,0,1,0,67,✓ No major risk factors
B030035,0.0,,0,1,0,77,✓ No major risk factors
B030036,0.1575,LOW,0,0,0,63,⚠️ Aadhaar not verified
B030037,0.63,HIGH,1,0,0,58,⚠️ Death record found | ⚠️ Aadhaar not verified
B030038,0.10750000000000001,LOW,0,1,0,48,✓ No major risk factors
B030039,0.10750000000000001,LOW,0,1,0,41,✓ No major risk factors
B030040,0.0,,0,1,0,88,✓ No major risk factors
B030041,0.0,,0,1,0,53,✓ No major risk factors
B030042,0.0,,0,1,0,79,✓ No major risk factors
B030043,0.63,HIGH,1,0,0,79,⚠️ Death record found | ⚠️ Aadhaar not verified
B030044,0.63,HIGH,1,0,0,59,⚠️ Death record found | ⚠️ Aadhaar not verified
B030045,0.0,,0,1,0,58,✓ No major risk factors
B030046,0.63,HIGH,1,0,0,50,⚠️ Death record found | ⚠️ Aadhaar not verified
B030047,0.1125,LOW,0,1,0,27,✓ No major risk factors
B030048,0.10750000000000001,LOW,0,1,0,60,✓ No major risk factors
B030049,0.5225,MEDIUM,1,0,0,54,⚠️ Death record found | ⚠️ Aadhaar not verified
B030050,0.0,,0,1,0,73,✓ No major risk factors
B030051,0.0,,0,1,0,76,✓ No major risk factors
B030052,0.0,,0,1,0,54,✓ No major risk factors
B030053,0.63,HIGH,1,0,0,60,⚠️ Death record found | ⚠️ Aadhaar not verified
B030054,0.0,,0,1,0,25,✓ No major risk factors
B030055,0.26,LOW,0,1,1,52,⚠️ Location mismatch
B030056,0.1575,LOW,0,0,0,51,⚠️ Aadhaar not verified
B030057,0.0,,0,1,0,47,✓ No major risk factors
B030058,0.10750000000000001,LOW,0,1,0,48,✓ No major risk factors
B030059,0.10750000000000001,LOW,0,1,0,75,✓ No major risk factors
B030060,0.0,,0,1,0,61,✓ No major risk factors
B030061,0.27,LOW,0,0,0,55,⚠️ Aadhaar not verified
B030062,0.0,,0,1,0,66,✓ No major risk factors
B030063,0.0,,0,1,0,67,✓ No major risk factors
B030064,0.10750000000000001,LOW,0,1,0,91,✓ No major risk factors
B030065,0.37,MEDIUM,1,1,0,60,⚠️ Death record found
B030066,0.31750000000000006,MEDIUM,0,1,0,109,⚠️ Centenarian (109 yrs)
B030067,0.0,,0,1,0,78,✓ No major risk factors
B030068,0.0,,0,1,0,67,✓ No major risk factors
B030069,0.0,,0,1,0,51,✓ No major risk factors
B030070,0.265,LOW,0,0,0,78,⚠️ Aadhaar not verified
B030071,0.265,LOW,0,0,0,31,⚠️ Aadhaar not verified
B030072,0.7324999999999999,HIGH,1,1,1,19,⚠️ Death record found | ⚠️ Location mismatch
B030073,0.0,,0,1,0,27,✓ No major risk factors
B030074,0.10750000000000001,LOW,0,1,0,86,✓ No major risk factors
B030075,0.0,,0,1,0,47,✓ No major risk factors
B030076,0.1575,LOW,0,0,0,31,⚠️ Aadhaar not verified
B030077,0.21000000000000002,LOW,0,1,0,100,⚠️ Centenarian (100 yrs)
B030078,0.365,MEDIUM,1,1,0,65,⚠️ Death record found
B030079,0.4725,MEDIUM,1,1,0,56,⚠️ Death record found
B030080,0.365,MEDIUM,1,1,0,45,⚠️ Death record found
B030081,0.10750000000000001,LOW,0,1,0,52,✓ No major risk factors
B030082,0.0,,0,1,0,19,✓ No major risk factors
B030083,0.0,,0,1,0,61,✓ No major risk factors
B030084,0.10750000000000001,LOW,0,1,0,72,✓ No major risk factors
B030085,0.1575,LOW,0,0,0,72,⚠️ Aadhaar not verified
B030086,0.4725,MEDIUM,1,1,0,91,⚠️ Death record found
B030087,0.0,,0,1,0,82,✓ No major risk factors
B030088,0.10750000000000001,LOW,0,1,0,80,✓ No major risk factors
B030089,0.0,,0,1,0,66,✓ No major risk factors
B030090,0.21000000000000002,LOW,0,1,0,108,⚠️ Centenarian (108 yrs)
B030091,0.0,,0,1,0,53,✓ No major risk factors
B030092,0.0,,0,1,0,33,✓ No major risk factors
B030093,0.0,,0,1,0,28,✓ No major risk factors
B030094,0.10750000000000001,LOW,0,1,0,65,✓ No major risk factors
B030095,0.265,LOW,0,0,0,24,⚠️ Aadhaar not verified
B030096,0.6875,HIGH,1,1,0,120,⚠️ Death record found | ⚠️ Centenarian (120 yrs)
B030097,0.1575,LOW,0,0,0,63,⚠️ Aadhaar not verified
B030098,0.0,,0,1,0,69,✓ No major risk factors
B030099,0.0,,0,1,0,27,✓ No major risk factors
B030100,0.0,,0,1,0,23,✓ No major risk factors
B030101,0.0,,0,1,0,19,✓ No major risk factors
B030102,0.7324999999999999,HIGH,1,1,1,30,⚠️ Death record found | ⚠️ Location mismatch
B030103,0.10750000000000001,LOW,0,1,0,91,✓ No major risk factors
B030104,0.10750000000000001,LOW,0,1,0,32,✓ No major risk factors
B030105,0.0,,0,1,0,76,✓ No major risk factors
B030106,0.41750000000000004,MEDIUM,0,0,1,56,⚠️ Aadhaar not verified | ⚠️ Location mismatch
B030107,0.0,,0,1,0,78,✓ No major risk factors
B030108,0.0,,0,1,0,43,✓ No major risk factors
B030109,0.0,,0,1,0,75,✓ No major risk factors
B030110,0.4725,MEDIUM,1,1,0,24,⚠️ Death record found
B030111,0.4725,MEDIUM,1,1,0,73,⚠️ Death record found
B030112,0.1625,LOW,0,0,0,76,⚠️ Aadhaar not verified
B030113,0.0,,0,1,0,52,✓ No major risk factors
B030114,0.1625,LOW,0,0,0,52,⚠️ Aadhaar not verified
B030115,0.10750000000000001,LOW,0,1,0,80,✓ No major risk factors
B030116,0.0,,0,1,0,93,✓ No major risk factors
B030117,0.0,,0,1,0,68,✓ No major risk factors
B030118,0.0,,0,1,0,62,✓ No major risk factors
B030119,0.005000000000000001,LOW,0,1,0,48,✓ No major risk factors
B030120,0.31750000000000006,MEDIUM,0,1,0,111,⚠️ Centenarian (111 yrs)
B030121,0.4725,MEDIUM,1,1,0,51,⚠️ Death record found
B030122,0.10750000000000001,LOW,0,1,0,65,✓ No major risk factors
B030123,0.10750000000000001,LOW,0,1,0,54,✓ No major risk factors
B030124,0.89,CRITICAL,1,0,1,99,⚠️ Death record found | ⚠️ Aadhaar not verified | ⚠️ Location mismatch | 🚨 High fraud probability
B030125,0.26,LOW,0,1,1,78,⚠️ Location mismatch
B030126,0.0,,0,1,0,44,✓ No major risk factors
B030127,0.10750000000000001,LOW,0,1,0,43,✓ No major risk factors
B030128,0.0,,0,1,0,58,✓ No major risk factors
B030129,0.0,,0,1,0,42,✓ No major risk factors
B030130,0.1125,LOW,0,1,0,71,✓ No major risk factors
B030131,0.0,,0,1,0,88,✓ No major risk factors
B030132,0.10750000000000001,LOW,0,1,0,56,✓ No major risk factors
B030133,0.10750000000000001,LOW,0,1,0,67,✓ No major risk factors
B030134,0.1575,LOW,0,0,0,78,⚠️ Aadhaar not verified
B030135,0.265,LOW,0,0,0,68,⚠️ Aadhaar not verified
B030136,0.0,,0,1,0,71,✓ No major risk factors
B030137,0.4725,MEDIUM,1,1,0,86,⚠️ Death record found
B030138,0.4725,MEDIUM,1,1,0,36,⚠️ Death record found
B030139,0.10750000000000001,LOW,0,1,0,95,✓ No major risk factors
B030140,0.1575,LOW,0,0,0,77,⚠️ Aadhaar not verified
B030141,0.0,,0,1,0,26,✓ No major risk factors
B030142,0.10750000000000001,LOW,0,1,0,61,✓ No major risk factors
B030143,0.0,,0,1,0,46,✓ No major risk factors
B030144,0.0,,0,1,0,44,✓ No major risk factors
B030145,0.0,,0,1,0,26,✓ No major risk factors
B030146,0.0,,0,1,0,70,✓ No major risk factors
B030147,0.0,,0,1,0,60,✓ No major risk factors
B030148,0.0,,0,1,0,50,✓ No major risk factors
B030149,0.0,,0,1,0,48,✓ No major risk factors
B030150,0.1575,LOW,0,0,0,55,⚠️ Aadhaar not verified
B030151,0.10750000000000001,LOW,0,1,0,75,✓ No major risk factors
B030152,0.10750000000000001,LOW,0,1,0,58,✓ No major risk factors
B030153,0.3675,MEDIUM,0,1,1,68,⚠️ Location mismatch
B030154,0.4775,MEDIUM,1,1,0,93,⚠️ Death record found
B030155,0.1125,LOW,0,1,0,61,✓ No major risk factors
B030156,0.1125,LOW,0,1,0,91,✓ No major risk factors
B030157,0.0,,0,1,0,29,✓ No major risk factors
B030158,0.0,,0,1,0,51,✓ No major risk factors
B030159,0.10750000000000001,LOW,0,1,0,38,✓ No major risk factors
B030160,0.0,,0,1,0,73,✓ No major risk factors
B030161,0.525,MEDIUM,0,0,1,80,⚠️ Aadhaar not verified | ⚠️ Location mismatch
B030162,0.0,,0,1,0,60,✓ No major risk factors
B030163,0.10750000000000001,LOW,0,1,0,92,✓ No major risk factors
B030164,0.0,,0,1,0,62,✓ No major risk factors
B030165,0.4725,MEDIUM,1,1,0,60,⚠️ Death record found
B030166,0.0,,0,1,0,24,✓ No major risk factors
B030167,0.0,,0,1,0,69,✓ No major risk factors
B030168,0.265,LOW,0,0,0,47,⚠️ Aadhaar not verified
B030169,0.0,,0,1,0,19,✓ No major risk factors
B030170,0.0,,0,1,0,80,✓ No major risk factors
B030171,0.0,,0,1,0,56,✓ No major risk factors
B030172,0.10750000000000001,LOW,0,1,0,48,✓ No major risk factors
B030173,0.265,LOW,0,0,0,36,⚠️ Aadhaar not verified
B030174,0.1125,LOW,0,1,0,42,✓ No major risk factors
B030175,0.1575,LOW,0,0,0,65,⚠️ Aadhaar not verified
B030176,0.10750000000000001,LOW,0,1,0,66,✓ No major risk factors
B030177,0.0,,0,1,0,51,✓ No major risk factors
B030178,0.63,HIGH,1,0,0,46,⚠️ Death record found | ⚠️ Aadhaar not verified
B030179,0.63,HIGH,1,0,0,40,⚠️ Death record found | ⚠️ Aadhaar not verified
B030180,0.0,,0,1,0,66,✓ No major risk factors
B030181,0.0,,0,1,0,56,✓ No major risk factors
B030182,0.0,,0,1,0,62,✓ No major risk factors
B030183,0.10750000000000001,LOW,0,1,0,48,✓ No major risk factors
B030184,0.005000000000000001,LOW,0,1,0,79,✓ No major risk factors
B030185,0.265,LOW,0,0,0,20,⚠️ Aadhaar not verified
B030186,0.1575,LOW,0,0,0,72,⚠️ Aadhaar not verified
B030187,0.31750000000000006,MEDIUM,0,1,0,107,⚠️ Centenarian (107 yrs)
B030188,0.10750000000000001,LOW,0,1,0,63,✓ No major risk factors
B030189,0.4725,MEDIUM,1,1,0,51,⚠️ Death record found
B030190,0.265,LOW,0,0,0,70,⚠️ Aadhaar not verified
B030191,0.4725,MEDIUM,1,1,0,61,⚠️ Death record found
B030192,0.0,,0,1,0,68,✓ No major risk factors
B030193,0.0,,0,1,0,76,✓ No major risk factors
B030194,0.10750000000000001,LOW,0,1,0,67,✓ No major risk factors
B030195,0.265,LOW,0,0,0,31,⚠️ Aadhaar not verified
B030196,0.10750000000000001,LOW,0,1,0,73,✓ No major risk factors
B030197,0.1575,LOW,0,0,0,30,⚠️ Aadhaar not verified
B030198,0.265,LOW,0,1,1,49,⚠️ Location mismatch
B030199,0.1575,LOW,0,0,0,59,⚠️ Aadhaar not verified
B030200,0.10750000000000001,LOW,0,1,0,47,✓ No major risk factors
B030201,0.10750000000000001,LOW,0,1,0,50,✓ No major risk factors
B030202,0.63,HIGH,1,0,0,46,⚠️ Death record found | ⚠️ Aadhaar not verified
B030203,0.1575,LOW,0,0,0,76,⚠️ Aadhaar not verified
B030204,0.0,,0,1,0,68,✓ No major risk factors
B030205,0.10750000000000001,LOW,0,1,0,54,✓ No major risk factors
B030206,0.1625,LOW,0,0,0,64,⚠️ Aadhaar not verified
B030207,0.0,,0,1,0,87,✓ No major risk factors
B030208,0.005000000000000001,LOW,0,1,0,83,✓ No major risk factors
B030209,0.1125,LOW,0,1,0,85,✓ No major risk factors
B030210,0.0,,0,1,0,56,✓ No major risk factors
B030211,0.265,LOW,0,0,0,31,⚠️ Aadhaar not verified
B030212,0.265,LOW,0,0,0,73,⚠️ Aadhaar not verified
B030213,0.10750000000000001,LOW,0,1,0,56,✓ No major risk factors
B030214,0.5225,MEDIUM,1,0,0,97,⚠️ Death record found | ⚠️ Aadhaar not verified
B030215,0.10750000000000001,LOW,0,1,0,61,✓ No major risk factors
B030216,0.1575,LOW,0,0,0,91,⚠️ Aadhaar not verified
B030217,0.0,,0,1,0,25,✓ No major risk factors
B030218,0.265,LOW,0,0,0,79,⚠️ Aadhaar not verified
B030219,0.1575,LOW,0,0,0,59,⚠️ Aadhaar not verified
B030220,0.1575,LOW,0,0,0,67,⚠️ Aadhaar not verified
B030221,0.005000000000000001,LOW,0,1,0,65,✓ No major risk factors
B030222,0.1575,LOW,0,0,0,64,⚠️ Aadhaar not verified
B030223,0.0,,0,1,0,65,✓ No major risk factors
B030224,0.1575,LOW,0,0,0,62,⚠️ Aadhaar not verified
B030225,0.10750000000000001,LOW,0,1,0,73,✓ No major risk factors
B030226,0.0,,0,1,0,59,✓ No major risk factors
B030227,0.0,,0,1,0,50,✓ No major risk factors
B030228,0.41750000000000004,MEDIUM,0,0,1,22,⚠️ Aadhaar not verified | ⚠️ Location mismatch
B030229,0.0,,0,1,0,84,✓ No major risk factors
B030230,0.0,,0,1,0,75,✓ No major risk factors
B030231,0.10750000000000001,LOW,0,1,0,49,✓ No major risk factors
B030232,0.0,,0,1,0,69,✓ No major risk factors
B030233,0.0,,0,1,0,46,✓ No major risk factors
B030234,0.0,,0,1,0,88,✓ No major risk factors
B030235,0.005000000000000001,LOW,0,1,0,72,✓ No major risk factors
B030236,0.0,,0,1,0,71,✓ No major risk factors
B030237,0.10750000000000001,LOW,0,1,0,70,✓ No major risk factors
B030238,0.26,LOW,0,1,1,26,⚠️ Location mismatch
B030239,0.0,,0,1,0,39,✓ No major risk factors
B030240,0.0,,0,1,0,70,✓ No major risk factors
B030241,0.10750000000000001,LOW,0,1,0,65,✓ No major risk factors
B030242,0.0,,0,1,0,18,✓ No major risk factors
B030243,0.0,,0,1,0,55,✓ No major risk factors
B030244,0.0,,0,1,0,54,✓ No major risk factors
B030245,0.10750000000000001,LOW,0,1,0,73,✓ No major risk factors
B030246,0.10750000000000001,LOW,0,1,0,76,✓ No major risk factors
B030247,0.10750000000000001,LOW,0,1,0,26,✓ No major risk factors
B030248,0.1575,LOW,0,0,0,39,⚠️ Aadhaar not verified
B030249,0.4725,MEDIUM,1,1,0,72,⚠️ Death record found
B030250,0.0,,0,1,0,70,✓ No major risk factors
B030251,0.0,,0,1,0,21,✓ No major risk factors
B030252,0.005000000000000001,LOW,0,1,0,70,✓ No major risk factors
B030253,0.0,,0,1,0,78,✓ No major risk factors
B030254,0.0,,0,1,0,62,✓ No major risk factors
B030255,0.0,,0,1,0,38,✓ No major risk factors
B030256,0.005000000000000001,LOW,0,1,0,57,✓ No major risk factors
B030257,0.0,,0,1,0,86,✓ No major risk factors
B030258,0.265,LOW,0,0,0,41,⚠️ Aadhaar not verified
B030259,0.0,,0,1,0,37,✓ No major risk factors
B030260,0.6825,HIGH,1,1,0,106,⚠️ Death record found | ⚠️ Centenarian (106 yrs)
B030261,0.4725,MEDIUM,1,1,0,90,⚠️ Death record found
B030262,0.0,,0,1,0,32,✓ No major risk factors
B030263,0.0,,0,1,0,71,✓ No major risk factors
B030264,0.265,LOW,0,0,0,72,⚠️ Aadhaar not verified
B030265,0.0,,0,1,0,98,✓ No major risk factors
B030266,0.21000000000000002,LOW,0,1,0,103,⚠️ Centenarian (103 yrs)
B030267,0.0,,0,1,0,40,✓ No major risk factors
B030268,0.1575,LOW,0,0,0,60,⚠️ Aadhaar not verified
B030269,0.0,,0,1,0,71,✓ No major risk factors
