beneficiary_id,transaction_date,amount,status,payment_mode,location,is_fraudulent
B029967,2024-07-01,434.0,SUCCESS,Post Office,Karnataka,False
B008837,2025-02-04,102.86,SUCCESS,Bank Transfer,Madhya Pradesh,True
B035555,2024-10-03,289.0,SUCCESS,DBT,West Bengal,False
B012393,2026-04-12,125.0,SUCCESS,Cash,Karnataka,False
B035214,2024-10-02,148.0,SUCCESS,DBT,Others,False
B046474,2024-11-06,100.0,SUCCESS,DBT,Tamil Nadu,False
B001585,2026-05-01,185.16,SUCCESS,Cash,West Bengal,True
B016288,2026-01-27,228.02,SUCCESS,Post Office,Maharashtra,True
B000821,2024-08-11,195.0,SUCCESS,Post Office,Others,False
B020231,2025-06-24,316.0,SUCCESS,Post Office,Tamil Nadu,False
B015876,2026-05-28,308.0,SUCCESS,Cash,Others,False
B020573,2025-09-29,100.0,SUCCESS,Bank Transfer,Rajasthan,False
B003521,2025-04-15,226.0,SUCCESS,Post Office,Others,False
B004079,2024-07-11,180.95,SUCCESS,Post Office,Andhra Pradesh,True
B039727,2025-06-21,225.0,SUCCESS,DBT,Maharashtra,False
B047302,2025-03-16,268.0,SUCCESS,Cash,Others,False
B010333,2024-07-07,168.0,SUCCESS,Post Office,Maharashtra,False
B027705,2025-09-16,266.0,FAILED,DBT,Others,False
B019109,2026-03-05,319.92,SUCCESS,Cash,Uttar Pradesh,True
B019728,2025-09-03,195.0,SUCCESS,Post Office,Others,False
B010147,2024-10-24,224.0,FAILED,Cash,Maharashtra,False
B025808,2024-12-27,183.0,SUCCESS,DBT,Maharashtra,False
B034294,2024-11-27,288.0,SUCCESS,Bank Transfer,Karnataka,False
B040877,2025-01-03,259.0,FAILED,Bank Transfer,West Bengal,False
B002945,2025-09-23,372.0,SUCCESS,Cash,Gujarat,False
B026631,2026-03-05,249.86,FAILED,Post Office,Rajasthan,True
B018241,2024-10-02,251.0,FAILED,Bank Transfer,Gujarat,False
B014069,2025-10-29,337.1,FAILED,DBT,Maharashtra,True
B047267,2025-09-08,215.0,FAILED,Bank Transfer,Uttar Pradesh,False
B032757,2025-03-18,301.0,SUCCESS,Cash,Bihar,False
B010185,2025-10-12,269.0,SUCCESS,Post Office,West Bengal,False
B041064,2024-10-14,297.0,SUCCESS,DBT,Others,False
B045116,2026-02-04,309.0,SUCCESS,Bank Transfer,Maharashtra,False
B012891,2025-05-09,175.0,SUCCESS,DBT,Karnataka,False
B036868,2026-02-16,160.0,SUCCESS,Bank Transfer,Tamil Nadu,False
B008164,2025-03-21,100.0,SUCCESS,DBT,Others,False
B041265,2024-11-16,232.25,SUCCESS,Post Office,Uttar Pradesh,True
B034703,2026-04-24,273.18,SUCCESS,Post Office,Uttar Pradesh,True
B046065,2025-02-28,220.0,SUCCESS,DBT,West Bengal,False
B046136,2025-11-09,204.0,SUCCESS,Bank Transfer,Uttar Pradesh,False
B003733,2026-02-20,308.0,FAILED,Cash,Others,False
B008079,2025-09-03,191.0,SUCCESS,Bank Transfer,Rajasthan,False
B025009,2025-02-21,311.0,FAILED,Cash,Karnataka,False
B003498,2026-02-23,275.1,SUCCESS,Cash,Tamil Nadu,True
B019393,2025-03-29,100.0,SUCCESS,Bank Transfer,Others,False
B048269,2025-12-02,233.0,FAILED,DBT,Madhya Pradesh,False
B002956,2024-09-24,292.0,SUCCESS,Post Office,Uttar Pradesh,False
B039534,2025-04-29,289.0,SUCCESS,DBT,Karnataka,False
B027572,2024-11-27,253.0,SUCCESS,Bank Transfer,Maharashtra,False
B038694,2024-06-15,210.0,SUCCESS,Post Office,Others,False
B016642,2025-12-06,229.77,SUCCESS,Cash,Uttar Pradesh,True
B017480,2025-07-28,326.0,SUCCESS,Cash,Uttar Pradesh,False
B024180,2024-07-10,317.0,SUCCESS,Cash,Maharashtra,False
B011648,2026-03-19,230.0,FAILED,Cash,Others,False
B010268,2026-01-23,260.0,SUCCESS,DBT,Others,False
B016176,2026-02-17,231.0,SUCCESS,Bank Transfer,Others,False
B026768,2024-11-07,208.91,FAILED,Bank Transfer,Tamil Nadu,True
B032196,2026-05-09,246.12,FAILED,Cash,Bihar,True
B038546,2025-02-02,265.0,SUCCESS,Bank Transfer,Others,False
B042417,2026-01-20,229.0,SUCCESS,Bank Transfer,Uttar Pradesh,False
B049632,2025-01-07,320.0,SUCCESS,DBT,West Bengal,False
B014801,2024-07-19,113.0,SUCCESS,DBT,Others,False
B029498,2025-02-12,191.0,FAILED,DBT,Karnataka,False
B017516,2024-09-05,275.0,SUCCESS,Bank Transfer,Others,False
B000472,2026-01-08,217.0,SUCCESS,Cash,Others,False
B008159,2024-08-05,195.0,SUCCESS,Post Office,Others,False
B044696,2025-07-11,231.0,SUCCESS,Post Office,Others,False
B005086,2025-10-03,296.0,SUCCESS,Post Office,Madhya Pradesh,False
B021483,2025-01-04,194.0,SUCCESS,Cash,Tamil Nadu,False
B045418,2025-12-27,277.0,SUCCESS,DBT,Rajasthan,False
B025180,2024-08-03,248.0,FAILED,Bank Transfer,Others,False
B002959,2026-01-24,197.0,SUCCESS,Cash,Others,False
B048469,2025-05-19,262.0,SUCCESS,Post Office,West Bengal,False
B007678,2026-04-18,208.0,SUCCESS,Post Office,Others,False
B029114,2024-08-22,214.86,SUCCESS,Bank Transfer,Others,True
B045541,2024-07-14,188.0,SUCCESS,Post Office,Uttar Pradesh,False
B025508,2024-12-17,213.93,SUCCESS,DBT,Karnataka,True
B034528,2026-02-10,152.17,SUCCESS,Post Office,Andhra Pradesh,True
B035504,2024-10-24,185.0,FAILED,DBT,Others,False
B043708,2024-06-29,272.0,SUCCESS,Bank Transfer,Bihar,False
B021139,2024-10-09,240.0,SUCCESS,Post Office,Others,False
B034251,2025-10-03,195.0,FAILED,DBT,Rajasthan,False
B011734,2024-12-29,265.27,SUCCESS,Bank Transfer,Maharashtra,True
B036172,2025-06-20,363.61,SUCCESS,Post Office,Others,True
B041330,2026-03-09,309.0,FAILED,Post Office,Others,False
B032519,2026-02-03,345.0,SUCCESS,Bank Transfer,Andhra Pradesh,False
B047035,2025-07-07,164.0,SUCCESS,Post Office,Maharashtra,False
B012403,2025-03-13,109.2,FAILED,Cash,Others,True
B021693,2024-10-21,406.0,SUCCESS,DBT,Others,False
B029657,2024-12-16,301.0,SUCCESS,Post Office,Uttar Pradesh,False
B019356,2024-09-12,167.0,SUCCESS,DBT,Uttar Pradesh,False
B039637,2025-11-22,277.0,SUCCESS,Post Office,Gujarat,False
B030941,2025-04-10,190.0,SUCCESS,Cash,Bihar,False
B049213,2026-02-17,214.0,SUCCESS,DBT,Tamil Nadu,False
B047862,2025-07-30,375.65,SUCCESS,Post Office,Maharashtra,True
B037139,2025-06-29,198.0,SUCCESS,Post Office,Uttar Pradesh,False
B032888,2024-11-14,232.0,SUCCESS,DBT,Gujarat,False
B019597,2026-02-09,100.0,FAILED,Bank Transfer,Others,False
B007939,2025-03-02,168.0,FAILED,Cash,Rajasthan,False
B023299,2025-12-06,89.34,SUCCESS,DBT,Tamil Nadu,True
B039731,2024-07-26,214.0,SUCCESS,Cash,Tamil Nadu,False
B024461,2025-04-29,199.0,FAILED,DBT,Uttar Pradesh,False
B004400,2024-06-20,234.0,SUCCESS,DBT,West Bengal,False
B018868,2026-03-14,232.0,FAILED,Cash,Uttar Pradesh,False
B028269,2025-06-17,264.0,FAILED,Cash,Others,False
B013204,2026-05-07,193.0,SUCCESS,DBT,Bihar,False
B026915,2024-10-02,288.0,SUCCESS,Post Office,Madhya Pradesh,False
B041155,2024-09-30,188.0,FAILED,Cash,West Bengal,False
B010778,2025-05-31,217.0,SUCCESS,Bank Transfer,Tamil Nadu,False
B036274,2025-05-02,246.0,SUCCESS,Bank Transfer,Others,False
B036424,2025-12-02,100.0,SUCCESS,Post Office,Others,False
B002509,2024-10-21,211.0,FAILED,Post Office,Others,False
B024977,2025-11-20,342.0,SUCCESS,Post Office,Uttar Pradesh,False
B002325,2025-11-05,277.0,SUCCESS,DBT,Madhya Pradesh,False
B020537,2026-05-08,266.0,FAILED,Bank Transfer,Bihar,False
B028997,2025-07-13,305.0,FAILED,Bank Transfer,Others,False
B027645,2025-10-22,182.0,SUCCESS,Bank Transfer,Tamil Nadu,False
B024521,2024-07-09,189.0,SUCCESS,Bank Transfer,Uttar Pradesh,False
B049973,2024-07-11,345.0,FAILED,DBT,Others,False
B029732,2026-02-19,200.0,SUCCESS,Post Office,Uttar Pradesh,False
B004775,2024-11-10,258.0,FAILED,Cash,Others,False
B016238,2024-12-12,177.0,SUCCESS,Post Office,Uttar Pradesh,False
B049584,2025-03-21,233.0,FAILED,Cash,Rajasthan,False
B030962,2026-04-07,307.0,SUCCESS,Post Office,Others,False
B038486,2026-05-27,296.0,SUCCESS,Bank Transfer,Uttar Pradesh,False
B020330,2025-11-16,313.0,SUCCESS,Post Office,Bihar,False
B022827,2026-03-21,177.0,FAILED,Cash,Bihar,False
B043150,2025-12-28,186.03,SUCCESS,Cash,Rajasthan,True
B002308,2024-07-25,112.0,SUCCESS,Cash,Rajasthan,False
B012482,2025-12-07,175.68,SUCCESS,Bank Transfer,Others,True
B002710,2026-03-16,198.0,SUCCESS,Post Office,Madhya Pradesh,False
B025950,2025-04-02,257.0,SUCCESS,DBT,Others,False
B019227,2025-01-10,285.0,SUCCESS,Cash,Bihar,False
B012681,2024-10-03,192.0,SUCCESS,DBT,Maharashtra,False
B011595,2024-10-21,280.0,SUCCESS,DBT,Bihar,False
B049218,2026-05-01,243.0,SUCCESS,DBT,Others,False
B041533,2026-01-08,189.0,FAILED,Bank Transfer,Tamil Nadu,False
B038400,2025-11-12,200.0,SUCCESS,Cash,Madhya Pradesh,False
B042921,2026-04-27,193.0,SUCCESS,Post Office,Bihar,False
B030131,2025-09-07,254.0,FAILED,Cash,Maharashtra,False
B027670,2025-11-01,216.0,SUCCESS,DBT,Madhya Pradesh,False
B014649,2025-05-08,310.0,SUCCESS,Post Office,Uttar Pradesh,False
B005143,2024-12-26,256.0,SUCCESS,Bank Transfer,Tamil Nadu,False
B012904,2024-12-19,247.0,SUCCESS,Bank Transfer,Others,False
B019713,2025-05-22,216.0,SUCCESS,DBT,Others,False
B035344,2024-11-26,248.0,SUCCESS,Cash,Others,False
B015456,2024-09-07,278.0,FAILED,Post Office,Tamil Nadu,False
B047636,2025-08-13,104.0,SUCCESS,Cash,Madhya Pradesh,False
B027058,2025-01-30,213.0,FAILED,Bank Transfer,Bihar,False
B045171,2025-03-02,208.0,SUCCESS,DBT,Maharashtra,False
B026951,2026-03-31,205.0,SUCCESS,DBT,Gujarat,False
B018882,2025-01-02,161.0,SUCCESS,Bank Transfer,Others,False
B002899,2024-09-02,304.0,FAILED,Post Office,Tamil Nadu,False
B045994,2024-12-04,292.0,FAILED,Bank Transfer,Karnataka,False
B047890,2025-01-18,364.0,FAILED,Post Office,Karnataka,False
B006317,2025-08-10,81.8,SUCCESS,DBT,Maharashtra,True
B021450,2024-12-16,170.0,SUCCESS,Post Office,Others,False
B036916,2024-09-03,200.0,SUCCESS,DBT,Others,False
B013932,2025-03-04,246.0,SUCCESS,Cash,Uttar Pradesh,False
B041635,2024-10-30,302.0,FAILED,Bank Transfer,Maharashtra,False
B048101,2026-02-25,197.0,SUCCESS,DBT,Others,False
B048135,2025-08-07,191.0,SUCCESS,Cash,Karnataka,False
B020508,2025-12-21,284.0,SUCCESS,Cash,Others,False
B041262,2025-04-02,258.0,SUCCESS,Bank Transfer,Gujarat,False
B047496,2025-03-30,332.0,SUCCESS,DBT,Maharashtra,False
B024468,2026-05-08,109.0,SUCCESS,DBT,Gujarat,False
B041363,2024-11-20,205.0,SUCCESS,Bank Transfer,Others,False
B049220,2025-02-20,272.0,SUCCESS,Bank Transfer,Uttar Pradesh,False
B015214,2026-01-10,258.0,SUCCESS,Bank Transfer,Maharashtra,False
B030044,2024-06-18,348.31,SUCCESS,DBT,Karnataka,True
B049568,2025-11-03,244.0,SUCCESS,Post Office,Maharashtra,False
B001620,2026-05-28,336.0,SUCCESS,Cash,Uttar Pradesh,False
B002362,2025-05-05,190.0,SUCCESS,Bank Transfer,Others,False
B025813,2025-09-09,212.0,FAILED,DBT,Maharashtra,False
B027442,2025-10-30,188.0,SUCCESS,Post Office,West Bengal,False
B009490,2026-03-09,228.0,FAILED,DBT,Others,False
B022956,2024-07-27,262.0,SUCCESS,Bank Transfer,Uttar Pradesh,False
B049161,2026-03-06,180.0,SUCCESS,Bank Transfer,Others,False
B018807,2025-12-06,178.0,FAILED,Post Office,Gujarat,False
B008719,2026-02-06,201.0,SUCCESS,Bank Transfer,Uttar Pradesh,False
B043164,2026-03-13,213.0,SUCCESS,Post Office,Bihar,False
B026336,2024-06-20,109.0,SUCCESS,Post Office,Uttar Pradesh,False
B047207,2025-08-21,234.08,SUCCESS,Post Office,Maharashtra,True
B013467,2025-06-12,186.0,SUCCESS,Post Office,Bihar,False
B029512,2025-03-17,178.0,SUCCESS,Bank Transfer,Maharashtra,False
B002797,2025-11-16,256.0,FAILED,Cash,Karnataka,False
B029808,2025-06-10,257.0,SUCCESS,Cash,West Bengal,False
B005800,2026-05-26,266.0,SUCCESS,DBT,Others,False
B023791,2025-03-28,102.0,SUCCESS,Post Office,Others,False
B038001,2025-10-02,122.0,SUCCESS,Post Office,Bihar,False
B027266,2025-09-30,258.62,SUCCESS,DBT,Madhya Pradesh,True
B009600,2025-04-24,211.0,SUCCESS,Bank Transfer,Others,False
B007347,2025-07-05,244.0,FAILED,Post Office,Tamil Nadu,False
B036157,2025-03-19,264.0,SUCCESS,DBT,Madhya Pradesh,False
B015338,2024-09-20,317.5,FAILED,Bank Transfer,Maharashtra,True
B010589,2024-09-23,270.0,SUCCESS,Cash,Others,False
B008998,2025-11-30,188.0,FAILED,DBT,Others,False
B041989,2026-05-23,182.0,SUCCESS,DBT,Others,False
B034997,2026-01-22,198.0,SUCCESS,Bank Transfer,Maharashtra,False
B017098,2025-03-15,102.0,SUCCESS,Post Office,Madhya Pradesh,False
B030224,2026-03-20,331.0,FAILED,Bank Transfer,Others,False
B014616,2024-12-05,354.0,SUCCESS,Post Office,Uttar Pradesh,False
B029531,2025-03-04,317.51,SUCCESS,Cash,Bihar,True
B010548,2024-08-27,225.0,SUCCESS,Cash,Bihar,False
B024905,2025-10-31,238.0,SUCCESS,Bank Transfer,Tamil Nadu,False
B000508,2024-12-07,353.0,SUCCESS,DBT,Tamil Nadu,False
B025573,2024-12-11,329.0,SUCCESS,DBT,Madhya Pradesh,False
B040517,2026-01-18,253.0,SUCCESS,DBT,Andhra Pradesh,False
B034728,2026-01-27,171.0,SUCCESS,Post Office,Others,False
B020056,2025-01-29,285.0,FAILED,Cash,Others,False
B020333,2025-05-04,122.0,FAILED,DBT,Others,False
B017941,2024-11-28,430.82,SUCCESS,Cash,Bihar,True
B045936,2026-05-28,262.0,SUCCESS,Cash,Bihar,False
B006656,2024-11-07,261.0,SUCCESS,Post Office,Bihar,False
B005914,2024-09-20,208.0,FAILED,Post Office,Rajasthan,False
B006858,2025-06-10,261.0,FAILED,Cash,Andhra Pradesh,False
B003870,2024-10-04,224.48,SUCCESS,DBT,Uttar Pradesh,True
B026901,2024-08-04,204.0,SUCCESS,Post Office,Rajasthan,False
B033384,2025-02-08,285.0,FAILED,DBT,Others,False
B024073,2025-01-04,189.0,SUCCESS,Cash,Others,False
B041912,2025-05-13,100.0,SUCCESS,Post Office,Others,False
B036402,2026-03-14,91.22,SUCCESS,Post Office,Gujarat,True
B021086,2025-11-22,280.0,SUCCESS,Post Office,Rajasthan,False
B029991,2024-08-21,220.0,SUCCESS,Cash,Others,False
B002932,2025-02-13,115.76,FAILED,DBT,Uttar Pradesh,True
B033891,2026-03-29,239.0,SUCCESS,Cash,Rajasthan,False
B028332,2024-07-23,266.0,FAILED,Cash,Uttar Pradesh,False
B005193,2026-03-06,207.0,SUCCESS,Cash,Maharashtra,False
B023122,2025-02-01,304.0,SUCCESS,Bank Transfer,Uttar Pradesh,False
B009120,2025-08-28,212.0,SUCCESS,Post Office,Uttar Pradesh,False
B045813,2025-08-09,230.0,SUCCESS,Post Office,Maharashtra,False
B005404,2026-03-14,108.74,FAILED,Bank Transfer,Uttar Pradesh,True
B005285,2026-01-04,168.0,SUCCESS,Cash,Karnataka,False
B021786,2026-02-15,209.0,FAILED,Bank Transfer,Others,False
B037072,2025-04-04,176.0,SUCCESS,Post Office,Gujarat,False
B000131,2026-05-18,253.15,FAILED,Cash,Bihar,True
B018806,2025-04-10,179.0,SUCCESS,Post Office,Tamil Nadu,False
B035610,2025-03-14,232.0,SUCCESS,DBT,Uttar Pradesh,False
B012550,2024-10-16,223.0,SUCCESS,Post Office,Tamil Nadu,False
B021137,2025-12-02,100.0,SUCCESS,Bank Transfer,Others,False
B035557,2025-07-29,323.0,SUCCESS,Post Office,Karnataka,False
B022323,2026-05-06,315.0,SUCCESS,Bank Transfer,Others,False
B030552,2025-06-05,245.0,SUCCESS,Cash,West Bengal,False
B024296,2024-09-28,190.0,SUCCESS,DBT,Andhra Pradesh,False
B004298,2024-07-30,240.0,SUCCESS,Bank Transfer,Bihar,False
B021339,2026-04-10,377.0,FAILED,Bank Transfer,Others,False
B035049,2025-04-14,170.0,SUCCESS,DBT,Bihar,False
B011342,2025-05-15,210.0,SUCCESS,DBT,Maharashtra,False
B030171,2025-03-13,251.0,SUCCESS,Bank Transfer,Others,False
B001574,2025-05-29,209.0,FAILED,Post Office,Others,False
B020609,2025-12-11,299.0,FAILED,Post Office,Others,False
B019118,2024-08-06,321.36,SUCCESS,Post Office,Karnataka,True
B045484,2025-08-06,201.0,SUCCESS,DBT,Rajasthan,False
B019615,2025-09-26,231.0,SUCCESS,Cash,West Bengal,False
B009836,2024-10-21,220.0,SUCCESS,Post Office,Bihar,False
B049137,2025-05-07,289.0,FAILED,Cash,Uttar Pradesh,False
B046709,2024-12-18,245.0,SUCCESS,Cash,Uttar Pradesh,False
B020834,2024-06-17,182.0,FAILED,DBT,Karnataka,False
B001846,2025-06-09,272.0,SUCCESS,DBT,Karnataka,False
B036506,2024-10-01,291.0,SUCCESS,Bank Transfer,Uttar Pradesh,False
B048547,2025-08-13,332.0,SUCCESS,Bank Transfer,West Bengal,False
B004222,2024-10-29,253.0,SUCCESS,Bank Transfer,Maharashtra,False
B012102,2025-08-29,275.0,FAILED,Bank Transfer,Tamil Nadu,False
B037751,2026-03-26,107.0,SUCCESS,Cash,Others,False
B007513,2025-03-19,298.0,SUCCESS,Bank Transfer,Rajasthan,False
B045397,2025-04-25,115.0,SUCCESS,DBT,Tamil Nadu,False
B041147,2026-05-04,317.0,SUCCESS,Bank Transfer,West Bengal,False
B040025,2026-05-29,259.43,SUCCESS,DBT,West Bengal,True
B024792,2026-05-24,100.0,SUCCESS,Cash,Uttar Pradesh,False
B039357,2024-07-08,219.0,SUCCESS,Post Office,Others,False
B005228,2024-12-10,205.0,FAILED,Cash,West Bengal,False
B018489,2024-09-21,274.0,SUCCESS,DBT,Others,False
B009878,2025-01-13,235.74,SUCCESS,Cash,Uttar Pradesh,True
B002176,2026-05-20,280.45,SUCCESS,Cash,West Bengal,True
B004403,2024-06-29,319.0,SUCCESS,DBT,West Bengal,False
B013646,2025-03-13,243.67,FAILED,Cash,Others,True
B002855,2025-08-25,219.0,SUCCESS,DBT,Tamil Nadu,False
B015572,2025-11-10,208.0,SUCCESS,Cash,Maharashtra,False
B007362,2025-10-03,377.0,FAILED,Post Office,Madhya Pradesh,False
B003655,2024-12-01,195.0,SUCCESS,Bank Transfer,Others,False
B025211,2024-07-11,100.0,SUCCESS,Cash,Others,False
B007356,2025-06-01,199.0,SUCCESS,Cash,Others,False
B024350,2025-04-30,235.0,SUCCESS,Cash,Uttar Pradesh,False
B016201,2025-12-12,100.0,SUCCESS,DBT,West Bengal,False
B021719,2024-08-21,268.4,SUCCESS,Cash,Uttar Pradesh,True
B010237,2025-12-18,231.0,FAILED,Post Office,Others,False
B024376,2025-03-19,109.0,SUCCESS,Cash,Uttar Pradesh,False
B033418,2025-02-19,209.0,FAILED,Cash,West Bengal,False
B019853,2024-08-20,286.0,SUCCESS,Bank Transfer,Others,True
B048924,2024-09-16,300.0,SUCCESS,Bank Transfer,Karnataka,False
B001637,2024-12-29,199.0,SUCCESS,Bank Transfer,West Bengal,False
B015250,2024-11-04,227.0,SUCCESS,Cash,Maharashtra,False
B039670,2025-05-25,199.0,SUCCESS,DBT,Gujarat,False
B049331,2025-03-01,259.0,SUCCESS,Bank Transfer,Bihar,False
B004761,2025-05-16,244.0,SUCCESS,Bank Transfer,Others,False
B013108,2025-04-01,189.0,SUCCESS,Cash,Others,False
B014230,2026-02-28,231.07,SUCCESS,DBT,Bihar,True
B017327,2024-12-28,255.55,SUCCESS,Bank Transfer,Others,True
B008683,2025-11-11,100.82,SUCCESS,Bank Transfer,Others,True
B024952,2025-04-08,225.0,SUCCESS,Post Office,Uttar Pradesh,False
B033896,2025-04-26,233.0,SUCCESS,DBT,Bihar,False
B048958,2025-09-10,361.0,SUCCESS,Bank Transfer,Andhra Pradesh,False
B017870,2026-03-10,289.0,SUCCESS,Cash,Madhya Pradesh,False
B009517,2025-05-25,190.0,SUCCESS,DBT,West Bengal,False
B007974,2024-08-13,301.0,SUCCESS,Post Office,Others,False
B028871,2025-03-29,224.0,SUCCESS,DBT,Maharashtra,False
B035444,2026-04-25,321.94,SUCCESS,Cash,Gujarat,True
B025069,2025-03-14,186.0,SUCCESS,Cash,Rajasthan,False
B037831,2025-05-14,194.0,SUCCESS,Cash,Madhya Pradesh,False
B015510,2024-08-15,254.0,SUCCESS,Cash,Bihar,False
B025667,2025-05-05,178.0,SUCCESS,DBT,Others,False
B025409,2026-03-24,105.0,SUCCESS,Cash,Others,False
B028069,2024-10-26,229.0,FAILED,Bank Transfer,Bihar,False
B018342,2024-08-23,323.53,FAILED,Bank Transfer,Andhra Pradesh,True
B019008,2025-07-28,169.0,SUCCESS,Cash,Others,False
B047162,2024-06-24,196.0,SUCCESS,Cash,Gujarat,False
B024568,2025-11-22,333.0,FAILED,Cash,West Bengal,False
B025002,2026-01-23,383.0,SUCCESS,Bank Transfer,Others,False
B021655,2024-11-14,193.31,SUCCESS,DBT,Gujarat,True
B009640,2026-05-09,260.0,FAILED,Bank Transfer,Rajasthan,False
B043745,2025-07-27,302.0,SUCCESS,Cash,Others,False
B026087,2025-05-31,161.0,FAILED,Post Office,Karnataka,False
B028372,2025-04-18,287.0,SUCCESS,DBT,Madhya Pradesh,False
B009481,2025-04-02,277.0,FAILED,Bank Transfer,Others,False
B046061,2024-09-07,280.0,FAILED,Bank Transfer,Maharashtra,False
B040719,2024-10-22,352.0,SUCCESS,DBT,Tamil Nadu,False
B036827,2026-04-17,177.0,SUCCESS,Cash,West Bengal,False
B047460,2026-04-25,100.0,SUCCESS,DBT,Others,False
B029283,2026-01-03,325.0,FAILED,Post Office,Bihar,False
B041934,2025-11-18,374.47,SUCCESS,Post Office,Uttar Pradesh,True
B017594,2025-07-26,283.0,SUCCESS,DBT,Bihar,False
B003227,2025-10-20,390.0,SUCCESS,Bank Transfer,Others,False
B041705,2025-05-20,205.0,SUCCESS,Post Office,Maharashtra,False
B042614,2026-01-23,348.0,SUCCESS,DBT,Others,False
B038188,2024-11-03,410.0,SUCCESS,Post Office,Bihar,False
B032716,2024-08-03,334.0,SUCCESS,Bank Transfer,Tamil Nadu,False
B020328,2025-02-03,269.0,SUCCESS,DBT,Rajasthan,False
B047058,2025-12-09,195.0,SUCCESS,Post Office,West Bengal,False
B013622,2026-03-25,100.0,SUCCESS,Cash,Others,False
B043492,2025-09-22,216.35,FAILED,Cash,Karnataka,True
B036835,2025-08-18,184.0,SUCCESS,Bank Transfer,Others,False
B008321,2025-12-12,217.0,SUCCESS,DBT,West Bengal,False
B011803,2025-09-06,233.0,SUCCESS,DBT,Uttar Pradesh,False
B015075,2026-03-13,197.0,FAILED,Post Office,Gujarat,False
B021424,2025-02-06,103.22,SUCCESS,Bank Transfer,Rajasthan,True
B028464,2024-12-11,253.0,SUCCESS,Post Office,Bihar,False
B039472,2026-04-05,107.5,SUCCESS,DBT,Andhra Pradesh,True
B041863,2026-01-23,203.73,FAILED,Bank Transfer,Others,True
B046743,2025-07-05,174.0,SUCCESS,Post Office,Uttar Pradesh,False
B017718,2024-09-17,178.0,FAILED,DBT,Bihar,False
B007207,2024-07-04,220.6,SUCCESS,Cash,Tamil Nadu,True
B025695,2025-07-29,253.25,FAILED,Post Office,Others,True
B037972,2025-04-30,254.0,SUCCESS,DBT,Others,False
B014339,2024-06-22,247.0,SUCCESS,Cash,Uttar Pradesh,False
B020109,2025-07-24,253.0,SUCCESS,Bank Transfer,Gujarat,False
B026760,2024-12-22,196.0,FAILED,Cash,West Bengal,False
B042639,2025-04-18,100.0,SUCCESS,DBT,West Bengal,False
B033296,2026-01-01,236.0,SUCCESS,Post Office,Uttar Pradesh,False
B047029,2025-08-17,197.0,FAILED,Post Office,Uttar Pradesh,False
B025792,2024-09-11,112.0,SUCCESS,Bank Transfer,Maharashtra,False
B034217,2025-02-04,214.0,SUCCESS,Post Office,Rajasthan,False
B023228,2024-10-24,189.0,SUCCESS,Post Office,Karnataka,False
B042647,2026-03-31,208.0,SUCCESS,Cash,Andhra Pradesh,False
B020514,2025-01-05,208.0,SUCCESS,DBT,Karnataka,False
B020693,2024-12-09,364.0,FAILED,Post Office,Uttar Pradesh,False
B009878,2024-12-20,279.64,SUCCESS,Cash,Uttar Pradesh,True
B004838,2025-10-19,294.0,SUCCESS,Bank Transfer,Uttar Pradesh,False
B013498,2025-12-27,194.0,SUCCESS,Post Office,Andhra Pradesh,False
B017744,2026-05-20,222.0,SUCCESS,Post Office,Rajasthan,False
B001030,2024-12-31,200.0,SUCCESS,Bank Transfer,Others,False
B023974,2024-10-19,269.0,SUCCESS,Cash,Madhya Pradesh,False
B030582,2024-08-29,177.0,SUCCESS,Cash,Karnataka,False
B023557,2026-01-15,253.0,FAILED,Post Office,Madhya Pradesh,False
B022485,2026-02-01,247.0,SUCCESS,DBT,Others,False
B030240,2025-07-23,339.0,SUCCESS,Cash,Madhya Pradesh,False
B015834,2025-10-20,260.09,SUCCESS,Post Office,Uttar Pradesh,True
B038883,2024-12-30,265.84,SUCCESS,DBT,Others,True
B014621,2025-11-27,227.0,FAILED,Post Office,Uttar Pradesh,False
B037246,2025-09-26,303.0,SUCCESS,DBT,Others,False
B011594,2025-12-16,100.0,FAILED,Bank Transfer,Bihar,False
B020486,2026-05-10,219.0,SUCCESS,Cash,Others,False
B044870,2025-10-06,251.79,FAILED,Post Office,Madhya Pradesh,True
B000003,2025-08-17,244.0,SUCCESS,Cash,Karnataka,False
B049375,2025-05-22,186.0,SUCCESS,Bank Transfer,Others,False
B041137,2025-09-06,253.0,SUCCESS,Cash,Uttar Pradesh,False
B037256,2024-12-06,206.0,SUCCESS,Cash,Maharashtra,False
B039555,2026-02-02,263.0,FAILED,DBT,Others,False
B012601,2024-09-05,306.0,SUCCESS,Post Office,Others,False
B017227,2026-04-05,100.0,SUCCESS,Post Office,Madhya Pradesh,False
B043976,2025-11-25,280.0,FAILED,Bank Transfer,West Bengal,False
B038685,2025-04-23,238.0,SUCCESS,Bank Transfer,Tamil Nadu,False
B040413,2024-12-29,203.0,FAILED,Cash,Uttar Pradesh,False
B034090,2025-10-29,240.0,SUCCESS,Cash,Uttar Pradesh,False
B037297,2026-04-10,259.95,SUCCESS,Bank Transfer,Uttar Pradesh,True
B014301,2024-06-20,341.73,SUCCESS,Bank Transfer,Karnataka,True
B030508,2026-01-12,271.0,SUCCESS,Post Office,Maharashtra,False
B016048,2025-06-15,166.0,SUCCESS,Post Office,Maharashtra,False
